"bluestock fintech — nifty 100  |  cash flow  |  1,187 records",unnamed: 1,unnamed: 2,unnamed: 3,unnamed: 4,unnamed: 5,unnamed: 6,year_label,fiscal_year
id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,company_id,
434,DMART,Mar 2013,127,-231,118,14,DMART,
435,DMART,Mar 2014,198,-270,65,-7,DMART,
436,DMART,Mar 2015,222,-474,234,-17,DMART,
437,DMART,Mar 2016,433,-633,196,-3,DMART,
438,DMART,Mar 2017,455,-2482,2025,-1,DMART,
439,DMART,Mar 2018,730,464,-1159,34,DMART,
440,DMART,Mar 2019,807,-958,209,57,DMART,
441,DMART,Mar 2020,1280,-4657,3357,-19,DMART,
442,DMART,Mar 2021,1375,-1110,-180,86,DMART,
443,DMART,Mar 2022,1372,-1289,-179,-96,DMART,
444,DMART,Mar 2023,2630,-2313,-205,112,DMART,
445,DMART,Mar 2024,2746,-2468,-148,130,DMART,
446,DRREDDY,Mar 2013,1378,-1437,-157,-216,DRREDDY,
447,DRREDDY,Mar 2014,1970,-1604,-24,342,DRREDDY,
448,DRREDDY,Mar 2015,2524,-2370,-433,-280,DRREDDY,
449,DRREDDY,Mar 2016,3263,-1610,-1700,-47,DRREDDY,
450,DRREDDY,Mar 2017,2144,-1890,-369,-114,DRREDDY,
451,DRREDDY,Mar 2018,1803,-1483,-444,-124,DRREDDY,
452,DRREDDY,Mar 2019,2870,-769,-2133,-31,DRREDDY,
453,DRREDDY,Mar 2020,2984,-495,-2516,-27,DRREDDY,
454,DRREDDY,Mar 2021,3570,-2255,-30,1286,DRREDDY,
455,DRREDDY,Mar 2022,2811,-2565,-242,3,DRREDDY,
456,DRREDDY,Mar 2023,5888,-4109,-2686,-907,DRREDDY,
457,DRREDDY,Mar 2024,4543,-4034,-376,133,DRREDDY,
458,EICHERMOT,Dec 2012,496,-773,-111,-388,EICHERMOT,
459,EICHERMOT,Dec 2013,716,-790,-47,-121,EICHERMOT,
460,EICHERMOT,Dec 2014,1047,-1214,-162,-329,EICHERMOT,
461,EICHERMOT,Mar 2016,1463,-1001,-466,-4,EICHERMOT,
462,EICHERMOT,Mar 2017,1708,-1744,25,-10,EICHERMOT,
463,EICHERMOT,Mar 2018,2482,-2145,-262,75,EICHERMOT,
464,EICHERMOT,Mar 2019,1575,-660,-292,623,EICHERMOT,
465,EICHERMOT,Mar 2020,1694,-1508,-858,-673,EICHERMOT,
466,EICHERMOT,Mar 2021,1691,-1625,-15,51,EICHERMOT,
467,EICHERMOT,Mar 2022,1527,-983,-593,-50,EICHERMOT,
468,EICHERMOT,Mar 2023,2823,-2397,-417,8,EICHERMOT,
469,EICHERMOT,Mar 2024,3724,-2834,-844,45,EICHERMOT,
470,GAIL,Mar 2013,6603,-8626,3642,1618,GAIL,
471,GAIL,Mar 2014,4615,-4466,-3,146,GAIL,
472,GAIL,Mar 2015,4214,-2809,-3058,-1653,GAIL,
473,GAIL,Mar 2016,3960,-904,-3028,29,GAIL,
474,GAIL,Mar 2017,6024,-334,-5275,415,GAIL,
475,GAIL,Mar 2018,8769,-2660,-5252,858,GAIL,
476,GAIL,Mar 2019,7984,-5701,-3364,-1081,GAIL,
477,GAIL,Mar 2020,8345,-8299,281,328,GAIL,
478,GAIL,Mar 2021,8993,-4640,-3471,882,GAIL,
479,GAIL,Mar 2022,9420,-5490,-3917,13,GAIL,
480,GAIL,Mar 2023,3205,-7453,2972,-1276,GAIL,
481,GAIL,Mar 2024,12586,-8226,-3457,902,GAIL,
482,GODREJCP,Mar 2013,820,-865,282,237,GODREJCP,
483,GODREJCP,Mar 2014,1116,-494,-620,1,GODREJCP,
484,GODREJCP,Mar 2015,1027,-1236,-12,-221,GODREJCP,
485,GODREJCP,Mar 2016,847,-622,-202,23,GODREJCP,
486,GODREJCP,Mar 2017,1860,-2243,665,282,GODREJCP,
487,GODREJCP,Mar 2018,1723,-336,-1384,3,GODREJCP,
488,GODREJCP,Mar 2019,1729,274,-2039,-36,GODREJCP,
489,GODREJCP,Mar 2020,1588,-552,-1295,-259,GODREJCP,
490,GODREJCP,Mar 2021,2030,-292,-1816,-79,GODREJCP,
491,GODREJCP,Mar 2022,1451,-844,-380,227,GODREJCP,
492,GODREJCP,Mar 2023,2151,-1754,-794,-398,GODREJCP,
493,GODREJCP,Mar 2024,2070,-3435,1406,41,GODREJCP,
494,GRASIM,Mar 2013,4242,-5687,1348,-97,GRASIM,
495,GRASIM,Mar 2014,3549,-2336,-1046,168,GRASIM,
496,GRASIM,Mar 2015,4594,-2359,-2278,-42,GRASIM,
497,GRASIM,Mar 2016,5868,-4515,-1365,-11,GRASIM,
498,GRASIM,Mar 2017,7288,-3509,-3799,-20,GRASIM,
499,GRASIM,Mar 2018,-4140,1546,3449,856,GRASIM,
500,GRASIM,Mar 2019,-1659,-2212,4158,287,GRASIM,
501,GRASIM,Mar 2020,16620,-11364,-3418,1838,GRASIM,
502,GRASIM,Mar 2021,15075,-7146,-8003,-75,GRASIM,
503,GRASIM,Mar 2022,7038,-1053,-6733,-748,GRASIM,
504,GRASIM,Mar 2023,-12685,-13712,26469,72,GRASIM,
505,GRASIM,Mar 2024,-10719,-23114,33908,75,GRASIM,
506,HAL,Mar 2017,-423,3021,-164,2433,HAL,
507,HAL,Mar 2018,-734,594,-2540,-2680,HAL,
508,HAL,Mar 2019,-7694,5292,2321,-80,HAL,
509,HAL,Mar 2020,1537,-1334,64,266,HAL,
510,HAL,Mar 2021,15124,-1190,-7070,6864,HAL,
511,HAL,Mar 2022,10180,-12789,-1464,-4072,HAL,
512,HAL,Mar 2023,8836,-5734,-1731,1370,HAL,
513,HAL,Mar 2024,8226,-6412,-1999,-185,HAL,
514,HAVELLS,Mar 2013,638,-144,-252,242,HAVELLS,
515,HAVELLS,Mar 2014,868,-376,-310,183,HAVELLS,
516,HAVELLS,Mar 2015,963,-485,-754,-277,HAVELLS,
517,HAVELLS,Mar 2016,513,-121,-621,-229,HAVELLS,
518,HAVELLS,Mar 2017,767,-220,-98,450,HAVELLS,
519,HAVELLS,Mar 2018,1100,-946,-409,-255,HAVELLS,
520,HAVELLS,Mar 2019,501,185,-318,368,HAVELLS,
521,HAVELLS,Mar 2020,827,-548,-716,-437,HAVELLS,
522,HAVELLS,Mar 2021,660,-763,190,87,HAVELLS,
523,HAVELLS,Mar 2022,1728,-759,-547,421,HAVELLS,
524,HAVELLS,Mar 2023,565,31,-907,-311,HAVELLS,
525,HAVELLS,Mar 2024,1953,-1618,-534,-199,HAVELLS,
526,HCLTECH,Jun 2013,4492,-2361,-2086,44,HCLTECH,
527,HCLTECH,Jun 2014,6457,-4842,-1308,307,HCLTECH,
528,HCLTECH,Jun 2015,5539,-2088,-3140,311,HCLTECH,
529,HCLTECH,Mar 2016,3823,-2208,-2237,-623,HCLTECH,
530,HCLTECH,Mar 2017,8995,-3890,-4517,588,HCLTECH,
531,HCLTECH,Mar 2018,8328,-2236,-5714,378,HCLTECH,
532,HCLTECH,Mar 2019,8971,-3256,-1471,4244,HCLTECH,
533,HCLTECH,Mar 2020,13359,-12332,-3168,-2141,HCLTECH,
534,HCLTECH,Mar 2021,19618,-5665,-11192,2761,HCLTECH,
535,HCLTECH,Mar 2022,16900,1597,-14508,3989,HCLTECH,
536,HCLTECH,Mar 2023,18009,-3573,-15881,-1445,HCLTECH,
537,HCLTECH,Mar 2024,22448,-6608,-15464,376,HCLTECH,
538,HDFCBANK,Mar 2013,-5847,-902,13105,6356,HDFCBANK,
539,HDFCBANK,Mar 2014,4211,-1099,9270,12382,HDFCBANK,
540,HDFCBANK,Mar 2015,-21281,-800,18694,-3387,HDFCBANK,
541,HDFCBANK,Mar 2016,-34435,-837,37815,2542,HDFCBANK,
542,HDFCBANK,Mar 2017,17282,-1146,-5893,10242,HDFCBANK,
543,HDFCBANK,Mar 2018,17214,-842,57378,73750,HDFCBANK,
544,HDFCBANK,Mar 2019,-62872,-1503,23131,-41244,HDFCBANK,
545,HDFCBANK,Mar 2020,-16869,-1403,24394,6122,HDFCBANK,
546,HDFCBANK,Mar 2021,42476,-1823,-7321,33332,HDFCBANK,
547,HDFCBANK,Mar 2022,-11960,-2051,48124,34113,HDFCBANK,
548,HDFCBANK,Mar 2023,20814,-2992,23941,41762,HDFCBANK,
549,HDFCBANK,Mar 2024,19069,16600,-3983,31687,HDFCBANK,
550,HDFCLIFE,Mar 2013,,,,,HDFCLIFE,
551,HDFCLIFE,Mar 2014,,,,,HDFCLIFE,
552,HDFCLIFE,Mar 2015,4459,-3514,-168,777,HDFCLIFE,
553,HDFCLIFE,Mar 2016,5687,-3962,-212,1513,HDFCLIFE,
554,HDFCLIFE,Mar 2017,6230,-5177,-236,817,HDFCLIFE,
555,HDFCLIFE,Mar 2018,6739,-4421,-196,2122,HDFCLIFE,
556,HDFCLIFE,Mar 2019,9868,-10182,-337,-651,HDFCLIFE,
557,HDFCLIFE,Mar 2020,7388,-7789,38,-364,HDFCLIFE,
558,HDFCLIFE,Mar 2021,9703,-8952,678,1429,HDFCLIFE,
559,HDFCLIFE,Mar 2022,5943,-801,-238,4904,HDFCLIFE,
560,HDFCLIFE,Mar 2023,6883,-10071,1985,-1203,HDFCLIFE,
561,HDFCLIFE,Mar 2024,10721,-13614,-403,-3296,HDFCLIFE,
562,HEROMOTOCO,Mar 2014,2963,-1616,-1414,-66,HEROMOTOCO,
563,HEROMOTOCO,Mar 2015,2186,31,-2131,86,HEROMOTOCO,
564,HEROMOTOCO,Mar 2016,3722,-2300,-1475,-53,HEROMOTOCO,
565,HEROMOTOCO,Mar 2017,4007,-1972,-2036,-1,HEROMOTOCO,
566,HEROMOTOCO,Mar 2018,4017,-1858,-2102,57,HEROMOTOCO,
567,HEROMOTOCO,Mar 2019,1032,1298,-2252,78,HEROMOTOCO,
568,HEROMOTOCO,Mar 2020,5518,-2819,-2602,97,HEROMOTOCO,
569,HEROMOTOCO,Mar 2021,4110,-2289,-1852,-31,HEROMOTOCO,
570,HEROMOTOCO,Mar 2022,2104,-222,-1975,-94,HEROMOTOCO,
571,HEROMOTOCO,Mar 2023,2614,-421,-2147,45,HEROMOTOCO,
572,HEROMOTOCO,Mar 2024,4923,-1828,-2717,379,HEROMOTOCO,
573,HINDALCO,Mar 2013,2977,-13801,10278,-545,HINDALCO,
574,HINDALCO,Mar 2014,7956,-8095,1493,1353,HINDALCO,
575,HINDALCO,Mar 2015,7143,-3873,-2437,833,HINDALCO,
576,HINDALCO,Mar 2016,11688,-3220,-8862,-394,HINDALCO,
577,HINDALCO,Mar 2017,12687,-2876,-5552,4259,HINDALCO,
578,HINDALCO,Mar 2018,10898,5333,-16412,-181,HINDALCO,
579,HINDALCO,Mar 2019,11977,-5456,-5466,1055,HINDALCO,
580,HINDALCO,Mar 2020,12745,-7227,6656,12174,HINDALCO,
581,HINDALCO,Mar 2021,17232,-25280,-4882,-12930,HINDALCO,
582,HINDALCO,Mar 2022,16838,-6773,-6765,3300,HINDALCO,
583,HINDALCO,Mar 2023,19208,-7559,-10450,1199,HINDALCO,
584,HINDALCO,Mar 2024,24056,-14267,-10817,-1028,HINDALCO,
585,HINDUNILVR,Mar 2013,3605,63,-4147,-480,HINDUNILVR,
586,HINDUNILVR,Mar 2014,3818,-475,-2960,383,HINDUNILVR,
587,HINDUNILVR,Mar 2015,3292,138,-3462,-33,HINDUNILVR,
588,HINDUNILVR,Mar 2016,4171,-282,-3864,25,HINDUNILVR,
589,HINDUNILVR,Mar 2017,5185,-1173,-4214,-202,HINDUNILVR,
590,HINDUNILVR,Mar 2018,6059,-1063,-4975,21,HINDUNILVR,
591,HINDUNILVR,Mar 2019,5800,-438,-5390,-28,HINDUNILVR,
592,HINDUNILVR,Mar 2020,7623,1791,-6819,2595,HINDUNILVR,
593,HINDUNILVR,Mar 2021,9163,-1228,-9309,-1374,HINDUNILVR,
594,HINDUNILVR,Mar 2022,9048,-1728,-8015,-695,HINDUNILVR,
595,HINDUNILVR,Mar 2023,9991,-1484,-8953,-446,HINDUNILVR,
596,HINDUNILVR,Mar 2024,15469,-5324,-10034,111,HINDUNILVR,
597,ICICIBANK,Mar 2013,17494,-18563,9283,8215,ICICIBANK,
